date,holiday_name,type
2019-03-10,Daylight Saving Time starts,Clock change/Daylight Saving Time
2019-03-14,World Kidney Day,Worldwide observance
2019-03-17,St. Patrick's Day,"Observance, Christian"
2019-03-17,Evacuation Day,State Holiday
2019-03-18,Evacuation Day observed,State Holiday
2019-03-20,French Language Day,United Nations observance
2019-03-20,International Day of Happiness,United Nations observance
2019-03-20,March Equinox,Season
2019-03-21,Holi,Hindu Holiday
2019-03-21,Purim,Jewish holiday
2019-03-21,International Day for the Elimination of Racial Discrimination,United Nations observance
2019-03-21,World Poetry Day,United Nations observance
2019-03-21,International Day of Nowruz,United Nations observance
2019-03-21,World Down Syndrome Day,United Nations observance
2019-03-21,International Day of Forests,United Nations observance
2019-03-22,World Water Day,United Nations observance
2019-03-23,World Meteorological Day,United Nations observance
2019-03-24,World Tuberculosis Day,United Nations observance
2019-03-24,International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims,United Nations observance
2019-03-25,International Day of Remembrance of Slavery Victims and the Transatlantic Slave Trade,United Nations observance
2019-03-25,International Day of Solidarity with Detained and Missing Staff Members,United Nations observance
2019-03-25,Maryland Day,Local observance
2019-03-25,Seward's Day,State Holiday
2019-03-26,Prince Jonah Kuhio Kalanianaole Day,State Holiday
2019-03-29,National Vietnam War Veterans Day,Observance
2019-03-30,Earth Hour,Worldwide observance
2019-03-30,Wyoming Veterans Welcome Home Day,State Observance
2019-03-30,Doctors' Day,Observance
2019-03-30,Vietnam Veterans Day,State Observance
2019-03-31,International Transgender Day of Visibility,Worldwide observance
2019-03-31,César Chávez Day,State Holiday
2019-03-31,César Chávez Day,State Holiday
2019-04-01,April Fool's Day,Worldwide observance
2019-04-01,César Chávez Day (substitute),State Holiday
2019-04-02,World Autism Awareness Day,United Nations observance
2019-04-02,Pascua Florida Day,Local observance
2019-04-03,Isra and Mi'raj,Muslim
2019-04-04,United Nations' Mine Awareness Day,United Nations observance
2019-04-06,International Day of Sport for Development and Peace,United Nations observance
2019-04-06,National Tartan Day,Observance
2019-04-07,United Nations' World Health Day,United Nations observance
2019-04-07,Day of Remembrance of the Victims of the Rwanda Genocide,United Nations observance
2019-04-09,National Library Workers' Day,Observance
2019-04-12,International Day of Human Space Flight,United Nations observance
2019-04-13,Thomas Jefferson's Birthday,Observance
2019-04-14,Palm Sunday,Christian
2019-04-15,World Art Day,Worldwide observance
2019-04-15,Tax Day,Observance
2019-04-15,Father Damien Day,Local observance
2019-04-15,Patriots' Day,State Holiday
2019-04-15,Boston Marathon,Sporting event
2019-04-16,Emancipation Day,State Holiday
2019-04-18,Maundy Thursday,Christian
2019-04-18,International Day for Monuments and Sites,Worldwide observance
2019-04-19,Passover Eve,Jewish holiday
2019-04-19,Good Friday,State Holiday
2019-04-19,Arbor Day,State Observance
2019-04-20,Holy Saturday,Christian
2019-04-20,Passover (first day),Jewish holiday
2019-04-20,Chinese Language Day,United Nations observance
2019-04-21,World Creativity and Innovation Day,United Nations observance
2019-04-21,Easter Sunday,"Observance, Christian"
2019-04-21,San Jacinto Day,State Holiday
2019-04-22,Earth Day,United Nations observance
2019-04-22,Easter Monday,"Observance, Christian"
2019-04-22,Oklahoma Day,Local observance
2019-04-22,Confederate Memorial Day,State Holiday
2019-04-22,State Holiday,State Holiday
2019-04-23,World Book and Copyright Day,United Nations observance
2019-04-23,English Language Day,United Nations observance
2019-04-24,International Day of Multilateralism and Diplomacy for Peace,United Nations observance
2019-04-24,Administrative Professionals Day,Observance
2019-04-25,International Girls in ICT Day,United Nations observance
2019-04-25,World Malaria Day,United Nations observance
2019-04-25,Take our Daughters and Sons to Work Day,Observance
2019-04-26,Orthodox Good Friday,Orthodox
2019-04-26,World Intellectual Property Day,United Nations observance
2019-04-26,International Chernobyl Disaster Remembrance Day,United Nations observance
2019-04-26,Arbor Day,State Holiday
2019-04-26,Arbor Day,State Observance
2019-04-26,Confederate Memorial Day,State Legal Holiday
2019-04-26,State Holiday,State Observance
2019-04-27,Last Day of Passover,Jewish holiday
2019-04-27,Orthodox Holy Saturday,Orthodox
2019-04-28,Orthodox Easter,Orthodox
2019-04-28,World Day for Safety and Health at Work,United Nations observance
2019-04-29,Orthodox Easter Monday,Orthodox
2019-04-29,Arbor Day,State Observance
2019-04-29,Confederate Memorial Day,State Holiday
2019-04-30,International Jazz Day,United Nations observance
2019-05-01,Yom HaShoah,Jewish commemoration
2019-05-01,Law Day,Observance
2019-05-01,Loyalty Day,Observance
2019-05-01,Lei Day,Local observance
2019-05-01,First Day of Military Appreciation Month,Annual Monthly Observance
2019-05-01,First Day of Asian Pacific American Heritage Month,Annual Monthly Observance
2019-05-01,First Day of Jewish American Heritage Month,Annual Monthly Observance
2019-05-02,World Tuna Day,United Nations observance
2019-05-02,National Day of Prayer,Observance
2019-05-02,West Virginia Day of Prayer,State Observance
2019-05-03,World Press Freedom Day,United Nations observance
2019-05-03,Kentucky Oaks,Sporting event
2019-05-04,Kent State Shootings Remembrance,Local observance
2019-05-04,Kentucky Derby,Sporting event
2019-05-04,Rhode Island Independence Day,Local observance
2019-05-04,National Explosive Ordnance Disposal (EOD) Day,Observance
2019-05-05,International Family Equality Day,Worldwide observance
2019-05-05,Cinco de Mayo,Observance
2019-05-06,Ramadan Starts,Muslim
2019-05-06,National Nurses Day,Observance
2019-05-07,National Teacher Appreciation Day,Observance
2019-05-08,Time of Remembrance and Reconciliation for Those Who Lost Their Lives during the Second World War,United Nations observance
2019-05-08,World Ovarian Cancer Day,Worldwide observance
2019-05-08,World Red Cross and Red Crescent Day,Worldwide observance
2019-05-08,Truman Day,State Holiday
2019-05-08,Victory in Europe Day,Observance
2019-05-09,Yom Ha'atzmaut,Jewish holiday
2019-05-10,Confederate Memorial Day,Local observance
2019-05-10,Confederate Memorial Day,State Holiday
2019-05-10,Native American Day,State Observance
2019-05-10,Military Spouse Appreciation Day,State Observance
2019-05-10,Military Spouse Appreciation Day,Observance
2019-05-11,World Migratory Bird Day,United Nations observance
2019-05-12,International Nurses Day,Worldwide observance
2019-05-12,Mother's Day,Observance
2019-05-12,Mother's Day,State Holiday
2019-05-15,International Day of Families,United Nations observance
2019-05-15,Peace Officers Memorial Day,Observance
2019-05-16,International Day of Living Together in Peace,United Nations observance
2019-05-16,International Day of Light,United Nations observance
2019-05-17,World Telecommunication and Information Society Day,United Nations observance
2019-05-17,National Defense Transportation Day,Observance
2019-05-18,Public Lands Day,State Observance
2019-05-18,Armed Forces Day,Observance
2019-05-18,Preakness Stakes,Sporting event
2019-05-19,Day of Vesak,United Nations observance
2019-05-20,World Bee Day,United Nations observance
2019-05-20,World Autoimmune / Autoinflammatory Arthritis Day,Worldwide observance
2019-05-21,World Day for Cultural Diversity for Dialogue and Development,United Nations observance
2019-05-22,International Day for Biological Diversity,United Nations observance
2019-05-22,Emergency Medical Services for Children Day,Observance
2019-05-22,National Maritime Day,Observance
2019-05-22,Harvey Milk Day,Local observance
2019-05-23,Lag BaOmer,Jewish holiday
2019-05-23,International Day to End Obstetric Fistula,United Nations observance
2019-05-25,African Liberation Day,Worldwide observance
2019-05-25,National Missing Children's Day,Observance
2019-05-27,Memorial Day,Federal Holiday
2019-05-27,Decoration Day,State Holiday
2019-05-27,Jefferson Davis' Birthday,Local observance
2019-05-29,International Day of United Nations Peacekeepers,United Nations observance
2019-05-30,Ascension Day,Christian
2019-05-31,World No Tobacco Day,United Nations observance
2019-06-01,Lailat al-Qadr,Muslim
2019-06-01,Global Day of Parents,United Nations observance
2019-06-01,First Day of Pride Month,Annual Monthly Observance
2019-06-01,First Day of Caribbean-American Heritage Month,Annual Monthly Observance
2019-06-01,Statehood Day,Local observance
2019-06-02,Native American Day,State Holiday
2019-06-03,World Bicycle Day,United Nations observance
2019-06-03,Jefferson Davis' Birthday,State Holiday
2019-06-03,Jefferson Davis' Birthday,Local observance
2019-06-04,Eid al-Fitr,Muslim
2019-06-04,International Day of Innocent Children Victims of Aggression,United Nations observance
2019-06-05,World Environment Day,United Nations observance
2019-06-05,"International Day for the Fight against Illegal, Unreported and Unregulated Fishing",United Nations observance
2019-06-06,Day of the Russian Language,United Nations observance
2019-06-06,D-Day,Observance
2019-06-07,World Food Safety Day,United Nations observance
2019-06-08,World Oceans Day,United Nations observance
2019-06-08,Belmont Stakes,Sporting event
2019-06-09,Pentecost,Christian
2019-06-09,Shavuot,Jewish holiday
2019-06-10,Whit Monday,Christian
2019-06-11,Kamehameha Day,State Holiday
2019-06-12,World Day Against Child Labour,United Nations observance
2019-06-12,Loving Day,Observance
2019-06-13,International Albinism Awareness Day,United Nations observance
2019-06-14,World Blood Donor Day,United Nations observance
2019-06-14,Army Birthday,Observance
2019-06-14,Flag Day,Observance
2019-06-15,World Elder Abuse Awareness Day,United Nations observance
2019-06-15,Juneteenth Day,State Observance
2019-06-15,Juneteenth,State Observance
2019-06-16,Trinity Sunday,Christian
2019-06-16,International Day of Family Remittances,United Nations observance
2019-06-16,Father's Day,State Holiday
2019-06-16,Father's Day,Observance
2019-06-17,World Day to Combat Desertification and Drought,United Nations observance
2019-06-17,Bunker Hill Day,Local holiday
2019-06-18,Sustainable Gastronomy Day,United Nations observance
2019-06-19,International Day for the Elimination of Sexual Violence in Conflict,United Nations observance
2019-06-19,Juneteenth,Observance
2019-06-19,Juneteenth,State Observance
2019-06-19,Juneteenth Freedom Day,State Holiday
2019-06-19,Juneteenth Independence Day,Observance
2019-06-19,Juneteenth,State Observance
2019-06-19,Emancipation Day,State Holiday
2019-06-20,World Refugee Day,United Nations observance
2019-06-20,West Virginia Day,State Holiday
2019-06-20,American Eagle Day,Observance
2019-06-21,International Day of Yoga,United Nations observance
2019-06-21,International Day of the Celebration of the Solstice,United Nations observance
2019-06-21,June Solstice,Season
2019-06-23,Corpus Christi,Christian
2019-06-23,Public Service Day,United Nations observance
2019-06-23,International Widows' Day,United Nations observance
2019-06-23,Juneteenth Independence Day,State Observance
2019-06-25,Day of the Seafarer,United Nations observance
2019-06-26,International Day Against Drug Abuse and Illicit Trafficking,United Nations observance
2019-06-26,International Day in Support of Victims of Torture,United Nations observance
2019-06-27,"Micro-, Small and Medium-sized Enterprises Day",United Nations observance
2019-06-28,Carolina Day,State Observance
2019-06-29,International Day of the Tropics,United Nations observance
2019-06-30,International Asteroid Day,United Nations observance
2019-06-30,International Day of Parliamentarism,United Nations observance
2019-07-04,Independence Day,State Holiday
2019-07-04,Independence Day,Federal Holiday
2019-07-05,Independence Day Holiday,State Holiday
2019-07-06,International Day of Cooperatives,United Nations observance
2019-07-11,World Population Day,United Nations observance
2019-07-13,Nathan Bedford Forrest Day,Local observance
2019-07-14,Bastille Day,Observance
2019-07-15,World Youth Skills Day,United Nations observance
2019-07-16,Rural Transit Day,Observance
2019-07-18,Nelson Mandela Day,United Nations observance
2019-07-24,Pioneer Day,State Holiday
2019-07-27,Korean War Veteran Recognition Day,State Observance
2019-07-27,National Korean War Veterans Armistice Day,Observance
2019-07-28,World Hepatitis Day,United Nations observance
2019-07-28,Parents' Day,Observance
2019-07-30,International Day of Friendship,United Nations observance
2019-07-30,World Day Against Trafficking in Persons,United Nations observance
2019-08-01,Colorado Day,State Observance
2019-08-04,Coast Guard Birthday,Observance
2019-08-04,Barack Obama Day,Observance
2019-08-04,American Family Day,State Holiday
2019-08-07,Purple Heart Day,State Observance
2019-08-07,Purple Heart Day,Observance
2019-08-09,International Day of the World's Indigenous People,United Nations observance
2019-08-11,Tisha B'Av,Jewish holiday
2019-08-11,Eid al-Adha,Muslim
2019-08-12,International Youth Day,United Nations observance
2019-08-12,Victory Day,State Holiday
2019-08-14,Raksha Bandhan,Hindu Holiday
